LogID,EmployeeID,CourseName,Status,CompletionDate
900977,977,Cyber Security Essentials 2024,Completed,2026-03-09
900978,978,Cyber Security Essentials 2024,Completed,2025-04-03
900979,979,Cyber Security Essentials 2024,Completed,2025-09-19
900980,980,Cyber Security Essentials 2024,Completed,2025-04-04
900981,981,Cyber Security Essentials 2024,Completed,2025-07-10
900982,982,Cyber Security Essentials 2024,Completed,2025-03-31
900983,983,Cyber Security Essentials 2024,Overdue,
900984,984,Cyber Security Essentials 2024,Overdue,
900985,985,Cyber Security Essentials 2024,Completed,2026-02-07
900986,986,Cyber Security Essentials 2024,Overdue,
900987,987,Cyber Security Essentials 2024,Completed,2025-07-21
900988,988,Cyber Security Essentials 2024,Completed,2025-07-24
900989,989,Cyber Security Essentials 2024,Completed,2026-03-09
900990,990,Cyber Security Essentials 2024,Completed,2025-11-19
900991,991,Cyber Security Essentials 2024,Completed,2025-10-27
900992,992,Cyber Security Essentials 2024,Completed,2026-02-18
900993,993,Cyber Security Essentials 2024,Completed,2026-02-02
900994,994,Cyber Security Essentials 2024,Completed,2025-09-06
900995,995,Cyber Security Essentials 2024,Completed,2026-01-27
900996,996,Cyber Security Essentials 2024,In Progress,
900997,997,Cyber Security Essentials 2024,Overdue,
900998,998,Cyber Security Essentials 2024,Completed,2025-09-30
900999,999,Cyber Security Essentials 2024,Completed,2025-10-29
901000,1000,Cyber Security Essentials 2024,Completed,2026-01-15
